user_id,age_group,gender,occupation,primary_platform,daily_usage_hours,usage_frequency,trust_in_social_media,influencer_influence,feels_addicted,content_consumption_style,decision_influence_level,follows_travel_content,follows_entertainment,follows_educational,follows_business,visual_content_preference,engages_with_travel_posts,saves_travel_content,plans_trips_via_social_media,self_reported_travel_interest,preferred_travel_type
U09196,18-21,Male,Student,Instagram,<1,High,Low,No,Yes,Passive,High,Yes,Yes,Yes,Yes,Low,Often,Yes,Yes,Low,Adventure
U09197,18-21,Female,Student,Facebook,1-2,Medium,Medium,Sometimes,Yes,Interactive,Medium,No,No,No,Yes,High,Often,No,Yes,Medium,Adventure
U09198,22-25,Female,Employed,YouTube,1-2,Medium,Medium,Sometimes,No,Passive,Medium,Yes,Yes,Yes,Yes,Low,Often,Yes,No,Low,Urban
U09199,22-25,Female,Student,Facebook,3-5,High,Medium,Sometimes,Yes,Passive,Medium,Yes,Yes,No,No,Medium,Sometimes,Yes,No,Medium,Adventure
U09200,18-21,Other,Employed,TikTok,1-2,High,Low,Yes,No,Passive,High,Yes,No,Yes,Yes,High,Often,Yes,Yes,Low,Adventure
U09201,18-21,Female,Student,Instagram,<1,High,Medium,Sometimes,Yes,Passive,Low,Yes,No,No,No,Medium,Often,Yes,Yes,High,Culture
U09202,22-25,Male,Employed,YouTube,3-5,High,Low,Sometimes,No,Interactive,Medium,Yes,No,Yes,No,Medium,Often,Yes,No,Medium,Urban
U09203,22-25,Male,Employed,Facebook,1-2,High,High,No,Yes,Passive,High,Yes,Yes,Yes,No,Low,Often,Yes,No,Medium,Urban
U09204,18-21,Male,Employed,YouTube,3-5,High,Medium,Sometimes,Yes,Interactive,Low,No,Yes,Yes,Yes,High,Sometimes,Yes,No,Low,Relaxation
U09205,18-21,Male,Employed,TikTok,1-2,Low,Low,Sometimes,Yes,Interactive,Medium,Yes,Yes,Yes,No,Medium,Rarely,No,Yes,Low,Culture
U09206,18-21,Male,Student,Instagram,5+,Medium,Low,Yes,Yes,Passive,High,No,No,No,Yes,Medium,Rarely,No,No,Low,Urban
U09207,22-25,Female,Student,Facebook,<1,Medium,Medium,Sometimes,Yes,Passive,Medium,No,No,No,No,Medium,Rarely,No,No,High,Adventure
U09208,18-21,Male,Employed,Facebook,5+,Medium,Low,Sometimes,Yes,Interactive,High,No,Yes,No,Yes,Low,Rarely,Yes,No,Medium,Relaxation
U09209,18-21,Other,Student,YouTube,<1,High,Medium,Sometimes,No,Interactive,Medium,No,Yes,No,Yes,High,Often,No,Yes,Medium,Urban
U09210,22-25,Other,Employed,TikTok,<1,Low,Medium,No,Yes,Interactive,Medium,Yes,No,No,Yes,Low,Sometimes,No,No,High,Culture
U09211,18-21,Male,Student,Instagram,<1,Medium,Medium,Sometimes,Yes,Passive,Low,No,Yes,No,Yes,High,Sometimes,Yes,No,Medium,Adventure
U09212,22-25,Other,Student,Instagram,<1,Medium,Low,No,Yes,Interactive,Low,No,No,No,Yes,Low,Sometimes,No,No,Medium,Culture
U09213,22-25,Female,Employed,YouTube,5+,Low,High,Yes,Yes,Passive,Low,No,Yes,Yes,Yes,High,Sometimes,No,Yes,Low,Culture
U09214,22-25,Female,Employed,Instagram,3-5,Low,High,No,Yes,Passive,Medium,No,No,No,Yes,Low,Rarely,No,Yes,Medium,Culture
U09215,22-25,Male,Student,YouTube,5+,High,High,Yes,No,Passive,Low,No,No,No,No,Medium,Sometimes,No,Yes,High,Adventure
U09216,18-21,Female,Employed,YouTube,<1,High,High,No,Yes,Interactive,Low,No,No,Yes,No,High,Often,No,No,High,Adventure
U09217,18-21,Other,Employed,TikTok,3-5,Medium,High,No,No,Passive,High,No,Yes,Yes,Yes,Low,Often,Yes,No,Low,Urban
U09218,18-21,Male,Student,YouTube,5+,Low,High,Yes,Yes,Passive,High,Yes,No,No,No,Medium,Often,No,Yes,High,Culture
U09219,18-21,Male,Student,Facebook,5+,Low,Low,Sometimes,No,Interactive,Medium,No,No,No,Yes,Low,Sometimes,Yes,Yes,High,Relaxation
U09220,22-25,Other,Student,TikTok,<1,Medium,Medium,Sometimes,No,Interactive,Medium,Yes,No,No,No,High,Often,No,Yes,Medium,Relaxation
U09221,18-21,Other,Student,YouTube,5+,Low,Low,Yes,Yes,Interactive,Medium,No,No,No,Yes,Low,Rarely,No,No,High,Adventure
U09222,18-21,Male,Employed,Facebook,1-2,Low,Low,Yes,Yes,Passive,Medium,Yes,Yes,No,Yes,High,Sometimes,No,Yes,Medium,Urban
U09223,22-25,Other,Student,YouTube,3-5,High,Medium,Yes,No,Interactive,Low,No,No,No,Yes,Medium,Rarely,Yes,No,Medium,Relaxation
U09224,22-25,Male,Employed,TikTok,3-5,High,Low,No,No,Interactive,Medium,Yes,No,No,Yes,Medium,Rarely,Yes,No,High,Adventure
U09225,18-21,Male,Employed,TikTok,1-2,High,Low,Yes,No,Passive,High,Yes,No,Yes,No,Medium,Rarely,Yes,Yes,High,Adventure
U09226,18-21,Other,Employed,Facebook,3-5,High,High,No,Yes,Passive,Low,No,No,Yes,Yes,Low,Rarely,No,Yes,High,Culture
U09227,18-21,Female,Employed,Facebook,<1,High,Medium,Yes,No,Interactive,Low,No,No,No,No,Medium,Often,No,Yes,Medium,Adventure
U09228,22-25,Male,Employed,TikTok,<1,High,Medium,No,Yes,Passive,Medium,No,Yes,Yes,No,Medium,Rarely,No,Yes,Low,Relaxation
U09229,22-25,Female,Employed,Facebook,<1,Medium,Low,Sometimes,Yes,Passive,High,Yes,No,No,No,Low,Sometimes,Yes,No,High,Relaxation
U09230,18-21,Other,Student,Facebook,<1,Low,Low,No,Yes,Interactive,Low,No,Yes,No,No,Medium,Rarely,Yes,Yes,Medium,Culture
U09231,18-21,Other,Employed,Instagram,1-2,High,High,Sometimes,Yes,Passive,Low,No,No,Yes,No,Low,Sometimes,No,Yes,High,Culture
U09232,22-25,Male,Employed,Instagram,<1,Medium,Low,No,No,Passive,Low,No,Yes,No,Yes,Low,Sometimes,Yes,Yes,High,Adventure
U09233,18-21,Male,Employed,Instagram,5+,High,Medium,Sometimes,No,Interactive,Low,Yes,Yes,No,Yes,Medium,Rarely,Yes,Yes,Medium,Urban
U09234,18-21,Other,Student,YouTube,3-5,Low,Medium,No,Yes,Passive,Medium,No,Yes,Yes,No,Low,Sometimes,Yes,No,Low,Adventure
U09235,22-25,Other,Employed,YouTube,5+,High,Low,Sometimes,No,Passive,Medium,No,No,Yes,No,Medium,Often,Yes,Yes,High,Culture
U09236,18-21,Female,Student,TikTok,<1,High,Medium,Sometimes,No,Interactive,Medium,No,No,Yes,Yes,Low,Rarely,No,No,Low,Urban
U09237,22-25,Male,Employed,TikTok,5+,Medium,Medium,Sometimes,Yes,Passive,High,Yes,Yes,Yes,Yes,High,Sometimes,Yes,Yes,Low,Relaxation
U09238,22-25,Male,Student,TikTok,<1,Low,Low,No,Yes,Interactive,Medium,No,No,Yes,No,Low,Rarely,Yes,Yes,Medium,Urban
U09239,22-25,Other,Student,Instagram,1-2,High,Medium,Yes,No,Passive,Medium,Yes,No,Yes,Yes,High,Often,No,No,Medium,Culture
U09240,22-25,Other,Employed,Instagram,3-5,Medium,Low,No,No,Interactive,Low,Yes,No,Yes,Yes,Low,Often,No,No,Medium,Relaxation
U09241,18-21,Male,Student,Facebook,5+,High,High,No,No,Passive,Low,Yes,No,Yes,No,Low,Sometimes,Yes,Yes,Low,Culture
U09242,18-21,Male,Employed,TikTok,3-5,Low,Medium,Sometimes,Yes,Passive,High,No,Yes,Yes,Yes,High,Rarely,Yes,No,High,Adventure
U09243,18-21,Female,Student,YouTube,<1,Low,Low,No,No,Passive,Medium,No,Yes,No,No,Low,Rarely,Yes,Yes,Medium,Relaxation
U09244,22-25,Other,Employed,Facebook,<1,High,Low,Sometimes,Yes,Interactive,High,Yes,Yes,Yes,Yes,Medium,Sometimes,Yes,No,Medium,Urban
U09245,18-21,Male,Student,YouTube,5+,Low,Medium,No,No,Passive,High,No,Yes,Yes,Yes,High,Sometimes,No,Yes,High,Adventure
U09246,18-21,Other,Student,TikTok,1-2,Low,Medium,Yes,No,Interactive,Low,Yes,No,Yes,Yes,Low,Sometimes,No,Yes,Low,Culture
U09247,22-25,Male,Student,Facebook,1-2,Medium,High,Yes,No,Interactive,Low,No,No,No,No,High,Rarely,No,No,High,Urban
U09248,18-21,Male,Student,TikTok,5+,Medium,Medium,No,No,Passive,High,Yes,No,Yes,Yes,High,Often,Yes,Yes,Medium,Urban
U09249,22-25,Male,Employed,Instagram,5+,High,High,Yes,Yes,Interactive,High,Yes,No,Yes,No,Medium,Rarely,No,No,Low,Urban
U09250,18-21,Female,Employed,TikTok,3-5,Low,Medium,Yes,Yes,Passive,Low,No,Yes,Yes,No,Medium,Rarely,Yes,No,Medium,Relaxation
U09251,18-21,Other,Student,TikTok,3-5,Low,Medium,No,No,Passive,High,Yes,Yes,No,Yes,Medium,Rarely,No,No,Low,Urban
U09252,22-25,Female,Student,Facebook,3-5,Medium,High,Sometimes,No,Interactive,Medium,No,No,No,No,Medium,Often,No,No,Medium,Adventure
U09253,22-25,Other,Employed,Instagram,1-2,Low,Medium,Yes,No,Interactive,Low,Yes,Yes,No,Yes,Medium,Rarely,Yes,Yes,Medium,Adventure
U09254,18-21,Other,Employed,YouTube,5+,High,Low,No,Yes,Interactive,High,No,Yes,Yes,No,Medium,Rarely,No,No,Medium,Urban
U09255,22-25,Other,Employed,TikTok,3-5,High,High,Yes,No,Interactive,High,No,No,No,Yes,High,Sometimes,No,Yes,Medium,Urban
U09256,22-25,Female,Student,YouTube,1-2,Low,Low,No,No,Passive,High,No,No,No,Yes,Low,Often,Yes,No,Medium,Relaxation
U09257,18-21,Male,Employed,Instagram,3-5,Medium,High,Yes,No,Passive,Low,No,Yes,Yes,Yes,Low,Often,No,No,High,Relaxation
U09258,22-25,Male,Employed,TikTok,1-2,Low,High,No,Yes,Interactive,Low,No,No,Yes,No,Low,Rarely,No,Yes,Medium,Adventure
U09259,18-21,Female,Student,YouTube,1-2,High,Medium,Yes,No,Interactive,High,No,No,Yes,Yes,Low,Often,Yes,No,High,Urban
U09260,18-21,Female,Student,Facebook,<1,High,Low,No,Yes,Passive,High,Yes,Yes,No,Yes,Low,Sometimes,Yes,No,High,Adventure
U09261,22-25,Male,Student,TikTok,5+,High,Low,Yes,Yes,Interactive,Medium,Yes,No,No,Yes,Low,Often,Yes,Yes,Low,Adventure
U09262,22-25,Other,Employed,YouTube,1-2,Low,Medium,No,No,Passive,High,Yes,Yes,No,Yes,Low,Often,No,Yes,High,Culture
U09263,18-21,Other,Employed,Facebook,3-5,High,High,Yes,Yes,Passive,Medium,Yes,No,No,No,Medium,Rarely,No,Yes,High,Urban
U09264,22-25,Other,Employed,TikTok,<1,Medium,Medium,No,No,Interactive,High,No,Yes,Yes,Yes,High,Often,No,No,Medium,Culture
U09265,18-21,Female,Student,Instagram,<1,Medium,High,Yes,No,Passive,High,Yes,Yes,No,Yes,Medium,Rarely,Yes,No,Medium,Urban
U09266,22-25,Male,Employed,TikTok,<1,High,Low,No,No,Interactive,Low,Yes,No,Yes,No,High,Sometimes,No,Yes,High,Relaxation
U09267,22-25,Male,Employed,Instagram,3-5,Low,Low,Sometimes,No,Interactive,Medium,No,Yes,No,No,High,Often,Yes,Yes,Low,Adventure
U09268,18-21,Female,Student,YouTube,<1,Medium,High,No,No,Interactive,Medium,Yes,Yes,Yes,Yes,Medium,Sometimes,Yes,Yes,High,Urban
U09269,22-25,Other,Student,Instagram,5+,Medium,Medium,Sometimes,No,Interactive,Low,No,No,Yes,Yes,Medium,Often,Yes,Yes,High,Relaxation
U09270,22-25,Other,Employed,YouTube,5+,High,Low,Sometimes,Yes,Passive,High,No,No,No,No,Medium,Often,No,No,High,Urban
U09271,18-21,Male,Student,TikTok,5+,Medium,High,No,Yes,Passive,Medium,No,Yes,No,Yes,Low,Sometimes,Yes,Yes,High,Culture
U09272,18-21,Male,Employed,Facebook,<1,Medium,Low,Yes,No,Interactive,Low,Yes,Yes,No,Yes,High,Often,No,Yes,Low,Adventure
U09273,22-25,Female,Student,TikTok,5+,Low,Medium,Yes,No,Passive,High,No,Yes,No,Yes,High,Rarely,Yes,No,High,Urban
U09274,18-21,Female,Employed,Instagram,3-5,Medium,High,Sometimes,No,Passive,Low,Yes,Yes,Yes,No,Low,Sometimes,No,No,High,Adventure
U09275,22-25,Other,Employed,YouTube,<1,Medium,Medium,Sometimes,No,Interactive,High,No,No,No,Yes,Medium,Rarely,No,No,Medium,Urban
U09276,22-25,Other,Student,Instagram,3-5,Low,Medium,No,No,Passive,High,Yes,Yes,No,No,Medium,Sometimes,No,Yes,Low,Adventure
U09277,18-21,Female,Student,YouTube,1-2,High,Medium,Sometimes,Yes,Passive,Medium,Yes,No,No,No,Medium,Sometimes,Yes,No,Medium,Culture
U09278,18-21,Male,Employed,YouTube,3-5,Low,Medium,No,No,Passive,Medium,No,Yes,Yes,No,Low,Rarely,Yes,No,High,Culture
U09279,22-25,Other,Student,Instagram,1-2,Medium,Low,Yes,Yes,Passive,High,No,No,No,Yes,High,Rarely,Yes,Yes,Medium,Adventure
U09280,22-25,Other,Student,YouTube,<1,Medium,Medium,Sometimes,No,Interactive,Low,Yes,Yes,Yes,No,High,Sometimes,Yes,No,High,Urban
U09281,18-21,Male,Student,Facebook,<1,High,Low,No,Yes,Interactive,Low,No,Yes,Yes,Yes,High,Sometimes,No,No,Medium,Adventure
U09282,18-21,Other,Student,TikTok,1-2,Medium,High,Yes,No,Interactive,Low,Yes,No,Yes,Yes,Medium,Rarely,Yes,Yes,Low,Culture
U09283,18-21,Female,Employed,Facebook,<1,Low,Medium,Sometimes,Yes,Interactive,Medium,Yes,Yes,No,Yes,Medium,Rarely,Yes,No,Medium,Urban
U09284,22-25,Other,Employed,TikTok,5+,Low,Low,Yes,No,Interactive,Low,Yes,Yes,Yes,Yes,High,Rarely,No,No,High,Adventure
U09285,22-25,Male,Student,Facebook,<1,Medium,Low,Sometimes,Yes,Passive,High,Yes,No,Yes,No,Low,Rarely,No,Yes,Low,Culture
U09286,18-21,Female,Student,TikTok,5+,High,Low,Yes,No,Passive,High,Yes,Yes,No,Yes,Low,Sometimes,No,No,Low,Adventure
U09287,18-21,Female,Employed,TikTok,1-2,High,High,Yes,No,Passive,Medium,Yes,Yes,No,Yes,Medium,Sometimes,No,Yes,Low,Culture
U09288,22-25,Male,Student,Facebook,5+,Medium,High,Yes,Yes,Passive,Medium,Yes,Yes,No,No,Medium,Rarely,Yes,No,Low,Relaxation
U09289,22-25,Male,Student,Instagram,3-5,Medium,High,Yes,No,Interactive,Low,No,Yes,No,No,Low,Sometimes,Yes,Yes,High,Urban
U09290,18-21,Other,Student,YouTube,1-2,Low,High,Yes,Yes,Passive,High,Yes,Yes,Yes,Yes,Medium,Sometimes,Yes,Yes,Low,Relaxation
U09291,18-21,Male,Employed,YouTube,1-2,Medium,Low,No,No,Interactive,High,Yes,Yes,No,Yes,Low,Sometimes,No,Yes,Low,Relaxation
U09292,18-21,Other,Student,YouTube,5+,Low,High,Yes,Yes,Interactive,Medium,Yes,No,Yes,No,Low,Rarely,No,No,High,Culture
U09293,18-21,Male,Employed,TikTok,1-2,Medium,Medium,Yes,No,Interactive,Medium,Yes,Yes,Yes,No,Low,Rarely,No,Yes,Medium,Adventure
U09294,22-25,Other,Employed,TikTok,1-2,Low,Medium,Yes,No,Interactive,High,Yes,No,Yes,No,Low,Rarely,No,No,Medium,Urban
U09295,18-21,Male,Student,Instagram,1-2,Medium,Medium,Yes,No,Passive,Low,Yes,Yes,Yes,No,Medium,Sometimes,No,No,Medium,Urban
U09296,18-21,Female,Employed,Instagram,<1,High,Medium,No,No,Interactive,Low,Yes,Yes,No,No,High,Rarely,Yes,No,High,Culture
U09297,22-25,Female,Student,YouTube,5+,Low,Low,Yes,No,Passive,High,Yes,Yes,No,Yes,High,Sometimes,No,Yes,High,Urban
U09298,22-25,Other,Student,YouTube,5+,High,Medium,Sometimes,Yes,Passive,Medium,Yes,Yes,Yes,Yes,Medium,Often,No,No,High,Culture
U09299,22-25,Male,Employed,Facebook,3-5,Low,Medium,No,Yes,Passive,High,No,No,No,Yes,Medium,Rarely,Yes,No,Low,Urban
U09300,18-21,Male,Student,TikTok,5+,Low,Medium,Yes,Yes,Interactive,Low,No,No,No,Yes,Low,Sometimes,Yes,No,Low,Relaxation
U09301,18-21,Other,Student,Instagram,1-2,Low,Low,Sometimes,No,Interactive,Low,No,Yes,No,Yes,Medium,Often,Yes,Yes,Low,Relaxation
U09302,18-21,Female,Employed,YouTube,3-5,Medium,High,No,Yes,Interactive,Medium,No,No,No,Yes,High,Rarely,Yes,Yes,High,Urban
U09303,18-21,Female,Employed,TikTok,1-2,Medium,High,Yes,No,Passive,High,No,Yes,Yes,No,High,Often,No,No,Medium,Adventure
U09304,22-25,Male,Student,Instagram,<1,Medium,Low,Yes,No,Passive,High,No,Yes,Yes,Yes,Low,Sometimes,No,No,Medium,Urban
U09305,22-25,Female,Student,YouTube,3-5,High,High,Sometimes,No,Interactive,Medium,Yes,Yes,No,No,High,Sometimes,No,Yes,Low,Urban
U09306,22-25,Other,Employed,YouTube,5+,High,Medium,No,Yes,Passive,Medium,No,No,Yes,No,Low,Sometimes,Yes,Yes,Medium,Urban
U09307,18-21,Male,Student,TikTok,3-5,High,Medium,Yes,Yes,Interactive,Medium,Yes,No,Yes,No,High,Rarely,No,No,High,Culture
U09308,22-25,Male,Employed,YouTube,3-5,Medium,Medium,Sometimes,Yes,Passive,Medium,No,Yes,Yes,No,Medium,Rarely,No,Yes,Medium,Relaxation
U09309,18-21,Female,Student,Instagram,3-5,High,Medium,Yes,Yes,Interactive,Low,Yes,Yes,No,Yes,High,Rarely,No,No,High,Culture
U09310,18-21,Female,Student,Instagram,5+,High,High,Sometimes,Yes,Passive,Low,No,Yes,No,Yes,Medium,Often,No,Yes,Medium,Urban
U09311,18-21,Other,Employed,Instagram,1-2,Low,Medium,Yes,Yes,Interactive,High,Yes,Yes,No,No,Medium,Sometimes,Yes,No,High,Adventure
U09312,18-21,Female,Student,YouTube,<1,Low,Low,Sometimes,Yes,Interactive,Medium,No,Yes,Yes,No,Medium,Rarely,Yes,Yes,High,Urban
U09313,18-21,Male,Student,Instagram,1-2,Medium,Medium,Sometimes,Yes,Passive,High,Yes,No,Yes,Yes,Low,Rarely,Yes,No,Medium,Culture
U09314,18-21,Other,Employed,Instagram,5+,High,High,No,Yes,Interactive,Medium,No,Yes,No,Yes,Medium,Rarely,No,Yes,High,Urban
U09315,22-25,Female,Student,Facebook,1-2,Medium,Medium,Yes,Yes,Passive,Medium,Yes,Yes,Yes,Yes,High,Sometimes,No,No,Medium,Adventure
U09316,18-21,Female,Student,TikTok,1-2,High,High,Sometimes,Yes,Interactive,Medium,Yes,Yes,No,No,High,Often,No,Yes,High,Adventure
U09317,18-21,Male,Employed,YouTube,1-2,Medium,Medium,No,No,Interactive,High,Yes,No,No,Yes,Medium,Sometimes,No,No,Medium,Culture
U09318,18-21,Other,Student,Facebook,3-5,Low,Medium,Yes,No,Interactive,Medium,No,Yes,Yes,No,High,Rarely,No,No,Low,Relaxation
U09319,22-25,Female,Employed,YouTube,1-2,Low,Medium,No,No,Interactive,High,Yes,Yes,Yes,Yes,Low,Rarely,No,Yes,Medium,Adventure
U09320,18-21,Female,Employed,Instagram,<1,Medium,Low,Sometimes,No,Passive,Low,No,Yes,No,Yes,High,Often,Yes,No,High,Urban
U09321,18-21,Male,Student,TikTok,3-5,High,Low,Yes,Yes,Passive,High,Yes,Yes,Yes,Yes,Low,Often,No,Yes,Low,Relaxation
U09322,22-25,Female,Student,YouTube,1-2,Medium,Low,Sometimes,No,Interactive,Low,Yes,No,Yes,No,Low,Sometimes,Yes,No,Low,Culture
U09323,22-25,Other,Student,YouTube,5+,High,High,No,No,Interactive,Low,No,Yes,Yes,Yes,Medium,Often,Yes,No,Medium,Relaxation
U09324,18-21,Other,Student,YouTube,3-5,Low,Low,No,No,Passive,Medium,No,Yes,No,No,Medium,Sometimes,No,Yes,High,Adventure
U09325,22-25,Other,Employed,YouTube,3-5,Low,Medium,Sometimes,Yes,Interactive,High,No,No,No,No,High,Rarely,No,No,High,Relaxation
U09326,22-25,Female,Employed,Facebook,3-5,Low,Low,Yes,Yes,Passive,Low,Yes,Yes,No,Yes,High,Sometimes,Yes,Yes,High,Relaxation
U09327,22-25,Other,Employed,YouTube,5+,High,High,No,Yes,Passive,Low,No,No,No,No,Medium,Often,Yes,No,Low,Urban
U09328,22-25,Other,Student,TikTok,5+,Medium,Low,Sometimes,No,Interactive,Low,No,Yes,Yes,No,High,Often,Yes,Yes,Medium,Culture
U09329,18-21,Other,Employed,Facebook,3-5,Medium,Medium,Sometimes,Yes,Interactive,High,Yes,Yes,Yes,Yes,Low,Sometimes,No,No,High,Relaxation
U09330,22-25,Female,Student,YouTube,3-5,Medium,High,Sometimes,Yes,Passive,High,No,No,Yes,Yes,Low,Often,No,Yes,Low,Adventure
U09331,18-21,Male,Student,YouTube,1-2,High,Medium,Yes,No,Interactive,Low,No,No,No,No,Low,Often,No,Yes,Low,Relaxation
U09332,18-21,Female,Employed,Facebook,5+,Medium,Low,No,No,Passive,Low,Yes,No,No,Yes,Medium,Rarely,Yes,Yes,Medium,Urban
U09333,18-21,Male,Employed,Facebook,<1,High,Medium,No,Yes,Passive,High,No,Yes,No,Yes,High,Rarely,Yes,No,Medium,Urban
U09334,18-21,Other,Employed,YouTube,1-2,High,Low,Yes,No,Interactive,High,No,Yes,No,No,High,Rarely,Yes,No,Low,Relaxation
U09335,22-25,Other,Employed,YouTube,1-2,Low,Medium,Sometimes,No,Interactive,Low,Yes,No,No,No,Medium,Often,No,Yes,Medium,Relaxation
U09336,18-21,Male,Student,Instagram,5+,Medium,High,No,Yes,Interactive,High,Yes,Yes,No,No,High,Often,No,No,Low,Relaxation
U09337,22-25,Male,Employed,TikTok,5+,Low,High,No,No,Interactive,High,No,No,Yes,Yes,Low,Rarely,Yes,Yes,High,Relaxation
U09338,22-25,Other,Student,YouTube,5+,Medium,Low,No,No,Interactive,Low,No,No,Yes,Yes,Medium,Sometimes,Yes,Yes,Low,Urban
U09339,22-25,Female,Student,Instagram,<1,Medium,Low,No,No,Passive,Low,Yes,Yes,Yes,No,Low,Rarely,Yes,Yes,High,Urban
U09340,18-21,Male,Student,YouTube,1-2,Low,Low,Sometimes,Yes,Passive,Low,No,No,No,No,Medium,Rarely,Yes,Yes,Medium,Culture
U09341,18-21,Female,Student,TikTok,3-5,Medium,High,Sometimes,Yes,Interactive,Low,Yes,No,No,No,Medium,Sometimes,No,No,Low,Culture
U09342,18-21,Other,Student,TikTok,3-5,Low,Low,Sometimes,No,Interactive,Low,Yes,Yes,No,Yes,Low,Often,Yes,No,Low,Adventure
U09343,22-25,Male,Employed,YouTube,5+,High,High,No,No,Passive,Medium,No,Yes,Yes,No,Medium,Rarely,No,No,Low,Urban
U09344,18-21,Female,Employed,YouTube,1-2,Low,Low,Sometimes,Yes,Passive,Medium,Yes,No,No,No,Medium,Rarely,Yes,No,Medium,Urban
U09345,22-25,Other,Student,TikTok,<1,High,Medium,No,Yes,Interactive,High,No,No,No,Yes,Medium,Sometimes,Yes,Yes,Medium,Urban
U09346,18-21,Other,Student,TikTok,1-2,Low,Low,No,Yes,Passive,High,Yes,No,No,No,Low,Rarely,No,Yes,High,Culture
U09347,22-25,Other,Student,Facebook,1-2,High,Low,No,Yes,Passive,High,Yes,No,No,No,High,Sometimes,No,No,Low,Urban
U09348,18-21,Male,Employed,Facebook,3-5,High,High,No,No,Passive,Medium,No,No,No,No,High,Rarely,No,Yes,High,Culture
U09349,22-25,Female,Employed,Instagram,3-5,Low,Medium,No,No,Passive,Low,Yes,Yes,No,Yes,Low,Rarely,Yes,No,Low,Adventure
U09350,18-21,Other,Employed,YouTube,5+,Medium,High,Sometimes,Yes,Interactive,Low,No,No,Yes,Yes,High,Rarely,No,No,High,Relaxation
U09351,18-21,Male,Student,TikTok,3-5,Medium,Low,Sometimes,No,Passive,Medium,No,No,Yes,Yes,Medium,Often,No,Yes,High,Adventure
U09352,18-21,Male,Employed,Facebook,3-5,High,Medium,Yes,Yes,Interactive,Low,No,Yes,Yes,Yes,High,Rarely,Yes,No,Medium,Culture
U09353,18-21,Other,Student,Instagram,1-2,Medium,Low,Yes,No,Passive,Low,Yes,No,Yes,Yes,High,Rarely,Yes,Yes,Low,Relaxation
U09354,22-25,Female,Employed,Instagram,<1,Low,Medium,Yes,Yes,Passive,Medium,No,No,No,Yes,High,Rarely,No,No,Low,Relaxation
U09355,22-25,Other,Employed,Instagram,<1,High,High,No,Yes,Interactive,High,No,No,No,Yes,High,Often,Yes,No,High,Relaxation
U09356,18-21,Female,Employed,TikTok,5+,Medium,Medium,No,No,Interactive,Low,No,Yes,Yes,No,High,Often,Yes,Yes,Medium,Relaxation
U09357,18-21,Female,Student,YouTube,<1,Low,Low,Yes,Yes,Interactive,High,No,Yes,Yes,No,Medium,Often,Yes,No,High,Relaxation
U09358,22-25,Female,Student,Instagram,<1,Medium,High,No,Yes,Interactive,Low,Yes,No,No,No,High,Sometimes,Yes,Yes,Low,Adventure
U09359,22-25,Female,Student,YouTube,5+,High,High,No,Yes,Passive,Medium,Yes,Yes,No,Yes,High,Often,Yes,Yes,High,Relaxation
U09360,18-21,Other,Employed,YouTube,3-5,High,Low,Sometimes,Yes,Passive,Low,Yes,Yes,No,Yes,Low,Sometimes,No,Yes,Medium,Culture
U09361,18-21,Female,Employed,TikTok,<1,Medium,Low,Yes,No,Passive,Low,No,No,Yes,No,Medium,Often,Yes,No,Low,Urban
U09362,22-25,Other,Student,YouTube,1-2,Medium,Medium,Yes,No,Interactive,High,Yes,Yes,No,Yes,Low,Rarely,No,Yes,High,Relaxation
U09363,18-21,Male,Employed,Instagram,5+,Medium,Medium,Yes,No,Passive,High,Yes,No,No,Yes,High,Often,Yes,No,Low,Relaxation
U09364,22-25,Female,Student,YouTube,1-2,Low,Medium,Sometimes,No,Passive,Medium,Yes,Yes,Yes,Yes,Low,Often,Yes,No,Low,Adventure
U09365,22-25,Other,Employed,Facebook,3-5,High,Medium,No,No,Interactive,High,Yes,No,No,Yes,Low,Rarely,Yes,Yes,Low,Adventure
U09366,18-21,Female,Student,YouTube,5+,High,Medium,Sometimes,No,Passive,Low,Yes,No,No,No,Medium,Often,Yes,Yes,High,Urban
U09367,22-25,Other,Employed,Instagram,1-2,High,Medium,Yes,Yes,Interactive,Medium,Yes,No,Yes,No,Low,Sometimes,No,No,High,Culture
U09368,22-25,Female,Student,TikTok,<1,Medium,Low,Yes,No,Passive,Low,No,Yes,Yes,No,High,Often,No,Yes,Low,Relaxation
U09369,22-25,Male,Student,TikTok,5+,High,High,No,No,Passive,Low,Yes,Yes,Yes,No,High,Often,No,No,High,Adventure
U09370,18-21,Male,Student,Facebook,<1,High,Low,No,No,Passive,High,No,No,Yes,No,Low,Rarely,Yes,No,High,Urban
U09371,18-21,Other,Employed,Instagram,5+,High,Medium,No,No,Passive,High,No,Yes,No,Yes,Low,Often,Yes,Yes,Low,Urban
U09372,18-21,Female,Student,Facebook,5+,Medium,High,Sometimes,Yes,Passive,Low,Yes,No,No,Yes,Low,Sometimes,No,No,Medium,Adventure
U09373,22-25,Male,Employed,TikTok,3-5,Low,Medium,Yes,No,Interactive,Medium,No,Yes,Yes,No,Medium,Rarely,No,No,Low,Adventure
U09374,22-25,Other,Student,Facebook,5+,High,Low,No,Yes,Interactive,Medium,Yes,No,No,No,Medium,Sometimes,Yes,Yes,Medium,Urban
